,Symbol,Name,LastSale,Sector,industry
1202,FNV,Franco-Nevada Corporation,90.67,Basic Industries,Precious Metals
1203,FC,Franklin Covey Company,34.84,Consumer Services,Other Consumer Services
1204,FSB,"Franklin Financial Network, Inc.",27.95,Finance,Major Banks
1205,BEN,"Franklin Resources, Inc.",30.53,Finance,Investment Managers
1206,FT,Franklin Universal Trust,7.28,,
1207,FI,Frank&#39;s International N.V.,5.01,Energy,Oilfield Services/Equipment
1208,FCX,"Freeport-McMoran, Inc.",10.07,Basic Industries,Precious Metals
1209,FMS,Fresenius Medical Care Corporation,33.37,Health Care,Hospital/Nursing Management
1210,FDP,"Fresh Del Monte Produce, Inc.",29.0,Consumer Non-Durables,Farming/Seeds/Milling
1211,RESI,Front Yard Residential Corporation,11.2,Finance,Real Estate
1212,FRO,Frontline Ltd.,6.76,Transportation,Marine Transportation
1213,FSK,FS KKR Capital Corp.,5.57,,
1214,FCN,"FTI Consulting, Inc.",101.39,Consumer Services,Professional Services
1215,FTSI,"FTS International, Inc.",3.03,Energy,Oilfield Services/Equipment
1216,FF,FutureFuel Corp.,10.95,Basic Industries,Major Chemicals
1217,GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",5.15,,
1218,GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",26.46,,
1219,GAB,"Gabelli Equity Trust, Inc. (The)",5.93,,
1220,GAB^D,"Gabelli Equity Trust, Inc. (The)",26.16,,
1221,GAB^G,"Gabelli Equity Trust, Inc. (The)",24.935,,
1222,GAB^H,"Gabelli Equity Trust, Inc. (The)",25.1,,
1223,GAB^J,"Gabelli Equity Trust, Inc. (The)",25.9608,,
1224,GGZ,Gabelli Global Small and Mid Cap Value Trust (The),10.73,,
1225,GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),25.73,,
1226,GGT,Gabelli Multi-Media Trust Inc. (The),8.22,,
1227,GGT^B,Gabelli Multi-Media Trust Inc. (The),26.42,,
1228,GGT^E,Gabelli Multi-Media Trust Inc. (The),25.27,,
1229,GUT,Gabelli Utility Trust (The),7.22,,
1230,GUT^A,Gabelli Utility Trust (The),26.7778,,
1231,GUT^C,Gabelli Utility Trust (The),25.8937,,
1232,GCAP,"GAIN Capital Holdings, Inc.",4.06,Finance,Investment Bankers/Brokers/Service
1233,GBL,"Gamco Investors, Inc.",19.52,Finance,Investment Bankers/Brokers/Service
1234,GNT,"GAMCO Natural Resources, Gold & Income Tust ",5.88,,
1235,GNT^A,"GAMCO Natural Resources, Gold & Income Tust ",25.3,,
1236,GME,Gamestop Corporation,3.71,Consumer Services,Electronics Distribution
1237,GPS,"Gap, Inc. (The)",17.83,Consumer Services,Clothing/Shoe/Accessory Stores
1238,GDI,"Gardner Denver Holdings, Inc.",30.18,Technology,Industrial Machinery/Components
1239,GTX,Garrett Motion Inc.,12.77,Capital Goods,Auto Parts:O.E.M.
1240,IT,"Gartner, Inc.",128.02,Consumer Services,Other Consumer Services
1241,GLOG,GasLog LP.,12.7,Consumer Services,Marine Transportation
1242,GLOG^A,GasLog LP.,26.5914,,
1243,GLOP,GasLog Partners LP,19.81,Consumer Services,Marine Transportation
1244,GLOP^A,GasLog Partners LP,25.07,,
1245,GLOP^B,GasLog Partners LP,23.61,,
1246,GLOP^C,GasLog Partners LP,23.65,,
1247,GTES,Gates Industrial Corporation plc,9.78,Technology,Industrial Machinery/Components
1248,GATX,GATX Corporation,73.34,Consumer Services,Transportation Services
1249,GMTA,GATX Corporation,26.39,Consumer Services,Transportation Services
1250,GCP,GCP Applied Technologies Inc.,20.31,Basic Industries,Major Chemicals
1251,GNK,Genco Shipping & Trading Limited ,8.5,Transportation,Marine Transportation
1252,GNRC,Generac Holdlings Inc.,70.0,Consumer Durables,Metal Fabrications
1253,GAM,"General American Investors, Inc.",34.95,,
1254,GAM^B,"General American Investors, Inc.",26.75,,
1255,GD,General Dynamics Corporation,176.77,Capital Goods,Marine Transportation
1256,GE,General Electric Company,9.66,Energy,Consumer Electronics/Appliances
1257,GIS,"General Mills, Inc.",52.81,Consumer Non-Durables,Packaged Foods
1258,GM,General Motors Company,39.01,Capital Goods,Auto Manufacturing
1259,GCO,Genesco Inc.,36.78,Consumer Services,Clothing/Shoe/Accessory Stores
1260,GWR,"Genesee & Wyoming, Inc.",109.34,Transportation,Railroads
1261,GEL,"Genesis Energy, L.P.",21.66,Energy,Oil Refining/Marketing
1262,GEN           ,"Genesis Healthcare, Inc.",1.03,Health Care,Hospital/Nursing Management
1263,GNE,Genie Energy Ltd.,7.59,Public Utilities,Power Generation
1264,GNE^A,Genie Energy Ltd.,8.28,,
1265,G,Genpact Limited,37.6,Consumer Services,Professional Services
1266,GPC,Genuine Parts Company,90.08,Capital Goods,Automotive Aftermarket
1267,GNW,Genworth Financial Inc,3.89,Finance,Life Insurance
1268,GEO,Geo Group Inc (The),17.47,Consumer Services,Real Estate Investment Trusts
1269,GPRK,Geopark Ltd,17.55,Energy,Oil & Gas Production
1270,GPJA,Georgia Power Company,25.7,Public Utilities,Electric Utilities: Central
1271,GGB,Gerdau S.A.,3.28,Capital Goods,Steel/Iron Ore
1272,GTY,Getty Realty Corporation,29.25,Finance,Real Estate
1273,GIG,"GigCapital, Inc.",10.39,Finance,Business Services
1274,GIG.U,"GigCapital, Inc.",,,
1275,GIG.WS,"GigCapital, Inc.",,,
1276,GIG~,"GigCapital, Inc.",0.43,,
1277,GIX,"GigCapital2, Inc.",9.8,Finance,Business Services
1278,GIX.U,"GigCapital2, Inc.",,,
1279,GIX.WS,"GigCapital2, Inc.",,,
1280,GIX~,"GigCapital2, Inc.",0.17,,
1281,GIL,"Gildan Activewear, Inc.",38.27,Consumer Non-Durables,Apparel
1282,GLT,Glatfelter,14.67,Basic Industries,Paper
1283,GKOS,Glaukos Corporation,75.06,Health Care,Medical/Dental Instruments
1284,GSK,GlaxoSmithKline PLC,40.36,Health Care,Major Pharmaceuticals
1285,CO,Global Cord Blood Corporation,5.52,Finance,Business Services
1286,GMRE,Global Medical REIT Inc.,10.27,Consumer Services,Real Estate Investment Trusts
1287,GMRE^A,Global Medical REIT Inc.,25.77,,
1288,GNL,"Global Net Lease, Inc.",19.19,Consumer Services,Real Estate Investment Trusts
1289,GNL^A,"Global Net Lease, Inc.",25.52,,
1290,GLP,Global Partners LP,19.78,Energy,Oil Refining/Marketing
1291,GLP^A,Global Partners LP,25.9855,,
1292,GPN,Global Payments Inc.,153.58,Miscellaneous,Business Services
1293,GSL,"Global Ship Lease, Inc.",7.54,Transportation,Marine Transportation
1294,GSL^B,"Global Ship Lease, Inc.",23.775,,
1295,GLOB,Globant S.A.,103.38,Technology,EDP Services
1296,GMED,"Globus Medical, Inc.",49.19,Health Care,Medical/Dental Instruments
1297,GMS,GMS Inc.,20.92,Consumer Services,RETAIL: Building Materials
1298,GNC,"GNC Holdings, Inc.",2.03,Consumer Non-Durables,Food Chains
1299,GDDY,GoDaddy Inc.,65.17,Technology,EDP Services
1300,GOL,Gol Linhas Aereas Inteligentes S.A.,20.57,Transportation,Air Freight/Delivery Services
1301,GFI,Gold Fields Limited,5.83,Basic Industries,Precious Metals
1302,GSBD,"Goldman Sachs BDC, Inc.",19.31,,
1303,GS,"Goldman Sachs Group, Inc. (The)",201.68,Finance,Investment Bankers/Brokers/Service
1304,GS^A,"Goldman Sachs Group, Inc. (The)",20.09,,
1305,GS^B.CL,"Goldman Sachs Group, Inc. (The)",,,
1306,GS^C,"Goldman Sachs Group, Inc. (The)",21.1777,,
1307,GS^D,"Goldman Sachs Group, Inc. (The)",21.08,,
1308,GS^J,"Goldman Sachs Group, Inc. (The)",26.05,,
1309,GS^K,"Goldman Sachs Group, Inc. (The)",28.44,,
1310,GS^N,"Goldman Sachs Group, Inc. (The)",27.34,,
1311,GER,Goldman Sachs MLP Energy Renaissance Fund,4.94,,
1312,GMZ,Goldman Sachs MLP Income Opportunities Fund,7.2,,
1313,GRC,Gorman-Rupp Company (The),31.06,Capital Goods,Fluid Controls
1314,GPX,GP Strategies Corporation,13.28,Consumer Services,Other Consumer Services
1315,GGG,Graco Inc.,45.43,Capital Goods,Fluid Controls
1316,GRAF,Graf Industrial Corp.,10.03,Finance,Business Services
1317,GRAF.U,Graf Industrial Corp.,,,
1318,GRAF.WS,Graf Industrial Corp.,,,
1319,EAF,GrafTech International Ltd.,10.59,Energy,Industrial Machinery/Components
1320,GHM,Graham Corporation,20.23,Technology,Industrial Machinery/Components
1321,GHC,Graham Holdings Company,690.0,Consumer Services,Other Consumer Services
1322,GRAM,Grana y Montero S.A.A.,2.87,Basic Industries,Military/Government/Technical
1323,GVA,Granite Construction Incorporated,30.54,Basic Industries,Military/Government/Technical
1324,GPMT,Granite Point Mortgage Trust Inc.,18.66,Consumer Services,Real Estate Investment Trusts
1325,GRP.U,Granite Real Estate Inc.,,,
1326,GPK,Graphic Packaging Holding Company,14.37,Consumer Durables,Containers/Packaging
1327,GTN,"Gray Television, Inc.",16.81,Consumer Services,Broadcasting
1328,GTN.A,"Gray Television, Inc.",,,
1329,AJX,Great Ajax Corp.,13.69,Consumer Services,Real Estate Investment Trusts
1330,AJXA,Great Ajax Corp.,25.5,Consumer Services,Real Estate Investment Trusts
1331,GWB,"Great Western Bancorp, Inc.",30.48,Finance,Major Banks
1332,GDOT,Green Dot Corporation,46.87,Finance,Finance: Consumer Services
1333,GBX,"Greenbrier Companies, Inc. (The)",26.29,Capital Goods,Railroads
1334,GHL,"Greenhill & Co., Inc.",14.39,Finance,Investment Bankers/Brokers/Service
1335,GHG,GreenTree Hospitality Group Ltd.,10.5,Consumer Services,Hotels/Resorts
1336,GEF,Greif Bros. Corporation,33.03,,
1337,GEF.B,Greif Bros. Corporation,,,
1338,GFF,Griffon Corporation,18.85,Capital Goods,Building Products
1339,GPI,"Group 1 Automotive, Inc.",81.42,Consumer Durables,Automotive Aftermarket
1340,GRUB,GrubHub Inc.,69.04,Miscellaneous,Business Services
1341,PAC,"Grupo Aeroportuario Del Pacifico, S.A. de C.V.",96.85,Transportation,Aerospace
1342,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",145.13,Transportation,Aerospace
1343,AVAL,Grupo Aval Acciones y Valores S.A.,7.07,Finance,Commercial Banks
1344,SUPV,Grupo Supervielle S.A.,7.34,Finance,Commercial Banks
1345,TV,Grupo Televisa S.A.,8.93,Consumer Services,Broadcasting
1346,GSAH,GS Acquisition Holdings Corp.,10.18,,
1347,GSAH.U,GS Acquisition Holdings Corp.,,,
1348,GSAH.WS,GS Acquisition Holdings Corp.,,,
1349,GSX,GSX Techedu Inc.,12.54,Consumer Services,Other Consumer Services
1350,GTT,"GTT Communications, Inc.",11.45,Public Utilities,Telecommunications Equipment
1351,GSH,Guangshen Railway Company Limited,16.11,Transportation,Railroads
1352,GES,"Guess?, Inc.",16.05,Consumer Non-Durables,Apparel
1353,GGM,Guggenheim Credit Allocation Fund,20.43,,
1354,GPM,Guggenheim Enhanced Equity Income Fund,7.75,,
1355,GOF,Guggenheim Strategic Opportunities Fund,20.3,,
1356,GBAB,Guggenheim Taxable Municipal Managed Duration Trst,24.14,,
1357,GWRE,"Guidewire Software, Inc.",96.78,Technology,Computer Software: Prepackaged Software
1358,HRB,"H&R Block, Inc.",26.7,Consumer Services,Other Consumer Services
1359,FUL,H. B. Fuller Company,44.25,Basic Industries,Home Furnishings
1360,HAE,Haemonetics Corporation,117.16,Health Care,Medical/Dental Instruments
1361,HAL,Halliburton Company,20.31,Energy,Oilfield Services/Equipment
1362,HBB,Hamilton Beach Brands Holding Company,14.18,Consumer Durables,Home Furnishings
1363,HBI,Hanesbrands Inc.,15.0,Consumer Services,Clothing/Shoe/Accessory Stores
1364,HNGR,"Hanger, Inc.",16.44,Health Care,Medical Specialities
1365,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",26.87,Consumer Services,Real Estate Investment Trusts
1366,HOG,"Harley-Davidson, Inc.",33.3,Consumer Non-Durables,Motor Vehicles
1367,HMY,Harmony Gold Mining Company Limited,2.85,Basic Industries,Precious Metals
1368,HSC,Harsco Corporation,20.27,Capital Goods,Metal Fabrications
1369,HHS,"Harte-Hanks, Inc.",2.75,Technology,Advertising
1370,HGH,"Hartford Financial Services Group, Inc. (The)",28.66,Finance,Property-Casualty Insurers
1371,HIG,"Hartford Financial Services Group, Inc. (The)",56.56,Finance,Property-Casualty Insurers
1372,HIG^G,"Hartford Financial Services Group, Inc. (The)",26.99,,
1373,HVT,"Haverty Furniture Companies, Inc.",17.56,Consumer Services,Other Specialty Stores
1374,HVT.A,"Haverty Furniture Companies, Inc.",,,
1375,HE,"Hawaiian Electric Industries, Inc.",43.32,Public Utilities,Electric Utilities: Central
1376,HCHC,"HC2 Holdings, Inc.",2.08,Capital Goods,Metal Fabrications
1377,HCA,"HCA Healthcare, Inc.",123.54,Health Care,Hospital/Nursing Management
1378,HCI,"HCI Group, Inc.",39.68,Finance,Property-Casualty Insurers
1379,HCP,"HCP, Inc.",32.45,Consumer Services,Real Estate Investment Trusts
1380,HDB,HDFC Bank Limited,109.44,Finance,Commercial Banks
1381,HR,Healthcare Realty Trust Incorporated,31.92,Consumer Services,Real Estate Investment Trusts
1382,HTA,"Healthcare Trust of America, Inc.",26.82,Consumer Services,Real Estate Investment Trusts
1383,HL,Hecla Mining Company,2.01,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1384,HL^B,Hecla Mining Company,51.25,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1385,HEI,Heico Corporation,132.41,Capital Goods,Aerospace
1386,HEI.A,Heico Corporation,,,
1387,HLX,"Helix Energy Solutions Group, Inc.",7.75,Energy,Oilfield Services/Equipment
1388,HP,"Helmerich & Payne, Inc.",43.73,Energy,Oil & Gas Production
1389,HLF,Herbalife Nutrition Ltd.,38.11,Health Care,Other Pharmaceuticals
1390,HRI,Herc Holdings Inc.,41.25,,
1391,HCXY,"Hercules Capital, Inc.",25.98,,
1392,HCXZ,"Hercules Capital, Inc.",25.51,,
1393,HTGC,"Hercules Capital, Inc.",13.01,,
1394,HRTG,"Heritage Insurance Holdings, Inc.",13.29,Finance,Property-Casualty Insurers
1395,PSV,Hermitage Offshore Services Ltd.,2.19,Transportation,Marine Transportation
1396,HT,Hersha Hospitality Trust,14.58,Consumer Services,Real Estate Investment Trusts
1397,HT^C,Hersha Hospitality Trust,25.2225,,
1398,HT^D,Hersha Hospitality Trust,24.53,,
1399,HT^E,Hersha Hospitality Trust,24.95,,
1400,HSY,Hershey Company (The),149.12,Consumer Non-Durables,Specialty Foods
1401,HTZ,"Hertz Global Holdings, Inc",14.23,Consumer Services,Rental/Leasing Companies
1402,HES,Hess Corporation,58.82,Energy,Integrated oil Companies
1403,HESM,Hess Midstream Partners LP,18.92,Energy,Oil & Gas Production
1404,HPE,Hewlett Packard Enterprise Company,12.9,Technology,Computer Manufacturing
1405,HXL,Hexcel Corporation,77.01,Basic Industries,Major Chemicals
1406,HEXO,HEXO Corp.,4.19,Consumer Durables,Specialty Chemicals
1407,HCR,Hi-Crush Inc.,1.9,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1408,PCF,High Income Securities Fund,8.4,,
1409,HGLB,Highland Global Allocation Fund,10.71,,
1410,HFRO,Highland Income Fund,13.24,,
1411,HPR,HighPoint Resources Corporation,1.03,Energy,Oil & Gas Production
1412,HIW,"Highwoods Properties, Inc.",43.54,Consumer Services,Real Estate Investment Trusts
1413,HIL,"Hill International, Inc.",3.01,Consumer Services,Military/Government/Technical
1414,HI,Hillenbrand Inc,30.39,Consumer Durables,Miscellaneous manufacturing industries
1415,HRC,Hill-Rom Holdings Inc,100.06,Health Care,Medical/Dental Instruments
1416,HTH,Hilltop Holdings Inc.,22.21,Finance,Major Banks
1417,HGV,Hilton Grand Vacations Inc.,26.08,Consumer Services,Hotels/Resorts
1418,HLT,Hilton Worldwide Holdings Inc.,91.35,Consumer Services,Hotels/Resorts
1419,HNI,HNI Corporation,31.65,Consumer Durables,Office Equipment/Supplies/Services
1420,HMLP,Hoegh LNG Partners LP,16.75,Consumer Services,Marine Transportation
1421,HMLP^A,Hoegh LNG Partners LP,26.73,,
1422,HEP,"Holly Energy Partners, L.P.",27.42,Energy,Natural Gas Distribution
1423,HFC,HollyFrontier Corporation,48.8,Energy,Integrated oil Companies
1424,HD,"Home Depot, Inc. (The)",204.94,Consumer Services,RETAIL: Building Materials
1425,HMC,"Honda Motor Company, Ltd.",24.1,Capital Goods,Auto Manufacturing
1426,HON,Honeywell International Inc.,162.01,Capital Goods,Aerospace
1427,HMN,Horace Mann Educators Corporation,41.51,Finance,Property-Casualty Insurers
1428,HZN,Horizon Global Corporation,4.41,Capital Goods,Auto Parts:O.E.M.
1429,HTFA,Horizon Technology Finance Corporation,25.53,,
1430,HRL,Hormel Foods Corporation,40.73,Consumer Non-Durables,Meat/Poultry/Fish
1431,HOS,Hornbeck Offshore Services,0.9459,Consumer Services,Marine Transportation
1432,HST,"Host Hotels & Resorts, Inc.",16.6,Consumer Services,Real Estate Investment Trusts
1433,HLI,"Houlihan Lokey, Inc.",43.19,Finance,Investment Managers
1434,HOV,Hovnanian Enterprises Inc,5.45,Capital Goods,Homebuilding
1435,HHC,Howard Hughes Corporation (The),127.97,Consumer Services,Real Estate Investment Trusts
1436,HPQ,HP Inc.,19.16,Technology,Computer Manufacturing
1437,HSBC,HSBC Holdings plc,37.99,Finance,Savings Institutions
1438,HSBC^A,HSBC Holdings plc,26.23,,
1439,HMI,Huami Corporation,11.52,Technology,Computer Manufacturing
1440,HNP,"Huaneng Power International, Inc.",22.87,Public Utilities,Electric Utilities: Central
1441,HUBB,Hubbell Inc,123.69,Capital Goods,Electrical Products
1442,HUBS,"HubSpot, Inc.",164.49,Technology,Computer Software: Prepackaged Software
1443,HBM,Hudbay Minerals Inc.,3.82,Basic Industries,Precious Metals
1444,HUD,Hudson Ltd.,11.76,Consumer Services,Department/Specialty Retail Stores
1445,HPP,"Hudson Pacific Properties, Inc.",33.53,Finance,Real Estate
1446,HUM,Humana Inc.,286.68,Health Care,Medical Specialities
1447,HCFT,"Hunt Companies Finance Trust, Inc.",3.27,Consumer Services,Real Estate Investment Trusts
1448,HII,"Huntington Ingalls Industries, Inc.",201.76,Capital Goods,Marine Transportation
1449,HUN,Huntsman Corporation,18.55,Basic Industries,Major Chemicals
1450,HUYA,HUYA Inc.,20.35,Technology,"Computer Software: Programming, Data Processing"
1451,H,Hyatt Hotels Corporation,74.01,Consumer Services,Hotels/Resorts
1452,HY,"Hyster-Yale Materials Handling, Inc.",55.11,Capital Goods,Construction/Ag Equipment/Trucks
1453,IAA,"IAA, Inc.",46.73,Consumer Durables,Automotive Aftermarket
1454,IAG,Iamgold Corporation,3.93,Basic Industries,Precious Metals
1455,IBN,ICICI Bank Limited,11.21,Finance,Commercial Banks
1456,IDA,"IDACORP, Inc.",102.18,Public Utilities,Electric Utilities: Central
1457,IEX,IDEX Corporation,155.93,Capital Goods,Fluid Controls
1458,IDT,IDT Corporation,9.17,Public Utilities,Telecommunications Equipment
1459,INFO,IHS Markit Ltd.,62.24,Technology,"Computer Software: Programming, Data Processing"
1460,ITW,Illinois Tool Works Inc.,146.68,Technology,Industrial Machinery/Components
1461,IMAX,Imax Corporation,20.81,Miscellaneous,Industrial Machinery/Components
1462,ICD,"Independence Contract Drilling, Inc.",1.18,Energy,Oil & Gas Production
1463,IHC,Independence Holding Company,36.1,Finance,Life Insurance
1464,IRT,"Independence Realty Trust, Inc.",12.6,Consumer Services,Real Estate Investment Trusts
1465,IFN,"India Fund, Inc. (The)",19.95,,
1466,IBA,"Industrias Bachoco, S.A. de C.V.",50.41,Consumer Non-Durables,Meat/Poultry/Fish
1467,INFY,Infosys Limited,10.9,Technology,EDP Services
1468,ING,"ING Group, N.V.",10.05,Finance,Commercial Banks
1469,ISG,"ING Group, N.V.",25.98,Finance,Commercial Banks
1470,IR,Ingersoll-Rand plc (Ireland),118.0,Capital Goods,Auto Parts:O.E.M.
1471,NGVT,Ingevity Corporation,85.11,Basic Industries,Major Chemicals
1472,INGR,Ingredion Incorporated,76.64,Consumer Non-Durables,Packaged Foods
1473,IIPR,"Innovative Industrial Properties, Inc.",98.97,Finance,Real Estate
1474,IIPR^A,"Innovative Industrial Properties, Inc.",30.0,,
1475,IPHI,Inphi Corporation,61.78,Technology,Semiconductors
1476,INSI,Insight Select Income Fund,20.04,,
1477,NSP,"Insperity, Inc.",97.76,Technology,Professional Services
1478,INSP,"Inspire Medical Systems, Inc.",63.41,Health Care,Medical/Dental Instruments
1479,IBP,"Installed Building Products, Inc.",50.79,Basic Industries,Homebuilding
