Symbol,Name,Last_Sale,Start_of_Year_Sale,YTD_Change_Percent,Sector
SEM,Select Medical Holdings Corporation,15.64,15.35,1.8542199488491107,Health Care
SEMG,Semgroup Corporation,11.0,13.78,-25.27272727272727,Energy
SERV,"ServiceMaster Global Holdings, Inc.",51.15,36.74,28.172043010752684,Consumer Services
SF,Stifel Financial Corporation,53.73,41.42,22.910850549041495,Finance
SFB,Stifel Financial Corporation,25.73,20.52,20.248736883015937,Finance
SFE,"Safeguard Scientifics, Inc.",11.14,8.62,22.621184919210066,Finance
SFL,Ship Finance International Limited,12.55,10.53,16.09561752988049,Transportation
SFUN,Fang Holdings Limited,1.93,7.15,-270.46632124352334,Technology
SGU,"Star Group, L.P.",9.61,9.34,2.809573361082202,Consumer Services
SHAK,"Shake Shack, Inc.",73.34,45.42,38.06926643032452,Consumer Services
SHG,Shinhan Financial Group Co Ltd,34.53,35.49,-2.7801911381407494,Finance
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",32.68,43.16,-32.068543451652374,Basic Industries
SHLX,"Shell Midstream Partners, L.P.",20.98,16.41,21.78265014299333,Energy
SHO,"Sunstone Hotel Investors, Inc.",13.01,13.01,0.0,Consumer Services
SHOP,Shopify Inc.,321.39,138.45,56.92149724633623,Technology
SHW,Sherwin-Williams Company (The),495.36,393.46,20.570897932816543,Consumer Services
SID,National Steel Company,3.71,2.19,40.97035040431267,Capital Goods
SIG,Signet Jewelers Limited,16.15,31.77,-96.71826625386998,Consumer Services
SITC,SITE Centers Corp.,13.77,11.07,19.607843137254896,Consumer Services
SITE,"SiteOne Landscape Supply, Inc.",71.19,55.27,22.362691389240055,Consumer Non-Durables
SIX,Six Flags Entertainment Corporation New,51.32,55.63,-8.398285268901018,Consumer Services
SJI,"South Jersey Industries, Inc.",32.04,27.8,13.233458177278399,Public Utilities
SJIU,"South Jersey Industries, Inc.",51.3,46.93,8.518518518518514,Public Utilities
SJM,J.M. Smucker Company (The),110.37,93.49,15.294011053728376,Consumer Non-Durables
SJR,Shaw Communications Inc.,19.48,18.09,7.135523613963042,Consumer Services
SJT,San Juan Basin Royalty Trust,3.33,4.8,-44.144144144144136,Energy
SJW,SJW Group,63.29,55.62,12.1188181387265,Public Utilities
SKM,"SK Telecom Co., Ltd.",22.87,26.8,-17.18408395277656,Public Utilities
SKT,"Tanger Factory Outlet Centers, Inc.",15.48,20.22,-30.620155038759677,Consumer Services
SKX,"Skechers U.S.A., Inc.",33.35,22.89,31.36431784107946,Consumer Non-Durables
SKY,Skyline Champion Corporation,29.26,14.69,49.79494190020507,Basic Industries
SLB,Schlumberger N.V.,35.99,36.08,-0.25006946373991745,Energy
SLCA,"U.S. Silica Holdings, Inc.",11.19,10.18,9.025915996425377,Basic Industries
SLF,Sun Life Financial Inc.,38.93,33.19,14.744413049062425,Finance
SLG,SL Green Realty Corp,77.76,79.08,-1.6975308641975222,Consumer Services
SM,SM Energy Company,9.59,15.48,-61.418143899895725,Energy
SMAR,Smartsheet Inc.,47.16,24.86,47.28583545377438,Technology
SMFG,Sumitomo Mitsui Financial Group Inc,6.78,6.51,3.9823008849557593,Finance
SMG,Scotts Miracle-Gro Company (The),108.46,61.46,43.33394799926239,Basic Industries
SMHI,SEACOR Marine Holdings Inc.,13.13,11.76,10.434120335110443,Transportation
SMLP,"Summit Midstream Partners, LP",7.52,10.05,-33.64361702127661,Public Utilities
SMP,"Standard Motor Products, Inc.",43.41,48.43,-11.564155724487453,Capital Goods
SMTA,Spirit MTA REIT,8.36,7.13,14.712918660287077,Consumer Services
SNA,Snap-On Incorporated,147.64,145.29,1.5917095638038434,Capital Goods
SNAP,Snap Inc.,16.46,5.51,66.52490886998785,Technology
SNDR,"Schneider National, Inc.",18.72,18.67,0.26709401709400193,Transportation
SNE,Sony Corp Ord,53.65,48.28,10.009319664492073,Consumer Non-Durables
SNN,"Smith & Nephew SNATS, Inc.",44.68,37.38,16.338406445837055,Health Care
SNP,China Petroleum & Chemical Corporation,60.29,70.6,-17.10068004644219,Energy
SNR,New Senior Investment Group Inc.,6.6,4.12,37.57575757575757,Consumer Services
SNV,Synovus Financial Corp.,34.64,31.99,7.650115473441114,Finance
SNX,Synnex Corporation,85.58,80.84,5.538677261042293,Technology
SO,Southern Company (The),55.93,43.92,21.473270159127477,Public Utilities
SOGO,Sogou Inc.,3.41,5.25,-53.95894428152492,Technology
SOI,"Solaris Oilfield Infrastructure, Inc.",13.29,12.09,9.029345372460492,Energy
SOJA,Southern Company (The),25.94,25.51,1.6576715497301453,Public Utilities
SOJB,Southern Company (The),26.03,21.81,16.2120630042259,Public Utilities
SOJC,Southern Company (The),26.1,21.83,16.360153256704994,Public Utilities
SOL,Renesola Ltd.,1.0104,1.19,-17.77513855898654,Technology
SON,Sonoco Products Company,57.92,53.13,8.27002762430939,Consumer Durables
SPAQ,Spartan Energy Acquisition Corp,9.99,9.63,3.603603603603598,Finance
SPB           ,"Spectrum Brands Holdings, Inc.",46.35,41.6465,10.147788565264289,Miscellaneous
SPG,"Simon Property Group, Inc.",154.75,167.99,-8.555735056542817,Consumer Services
SPGI,S&P Global Inc.,244.18,169.94,30.403800475059384,Finance
SPH,"Suburban Propane Partners, L.P.",23.24,19.27,17.082616179001718,Consumer Services
SPLP,Steel Partners Holdings LP,13.4,13.4,0.0,Capital Goods
SPN,"Superior Energy Services, Inc.",0.68,3.35,-392.6470588235294,Energy
SPOT,Spotify Technology S.A.,150.0,113.5,24.333333333333336,Consumer Services
SPR,"Spirit Aerosystems Holdings, Inc.",72.8,72.09,0.9752747252747168,Capital Goods
SPXC,SPX Corporation,35.63,28.01,21.386472074094865,Technology
SQ,"Square, Inc.",64.85,56.09,13.508095605242856,Technology
SQM,Sociedad Quimica y Minera S.A.,26.52,38.3,-44.41930618401206,Basic Industries
SQNS,Sequans Communications S.A.,0.8181,0.78,4.65713237990466,Technology
SR,Spire Inc.,79.96,74.08,7.353676838419204,Public Utilities
SRC,"Spirit Realty Capital, Inc.",43.17,35.25,18.346073662265468,Consumer Services
SRE,Sempra Energy,132.12,108.19,18.112322131395704,Public Utilities
SRG,Seritage Growth Properties,39.33,32.33,17.79811848461734,Finance
SRI,"Stoneridge, Inc.",31.01,24.65,20.509513060303135,Capital Goods
SRLP,Sprague Resources LP,17.57,14.49,17.52988047808765,Energy
SRT,"StarTek, Inc.",6.73,6.65,1.188707280832096,Technology
SSD,"Simpson Manufacturing Company, Inc.",61.5,54.13,11.983739837398371,Capital Goods
SSI,"Stage Stores, Inc.",0.6486,0.74,-14.091890225100222,Consumer Services
SSL,Sasol Ltd.,20.19,29.29,-45.071817731550254,Energy
SSTK,"Shutterstock, Inc.",37.63,36.01,4.30507573744354,Technology
SSW,Seaspan Corporation,9.18,7.83,14.705882352941174,Transportation
SSWA,Seaspan Corporation,25.95,23.65,8.863198458574184,Transportation
ST,Sensata Technologies Holding plc,45.35,44.84,1.1245865490628402,Capital Goods
STAG,"Stag Industrial, Inc.",28.62,24.88,13.06778476589798,Consumer Services
STAR          ,iStar Inc.,13.38,8.972,32.94469357249627,Consumer Services
STC,Stewart Information Services Corporation,37.29,41.4,-11.021721641190666,Finance
STE,STERIS plc,144.61,106.85,26.111610538690282,Health Care
STG,Sunlands Technology Group,2.28,3.04,-33.33333333333335,Consumer Services
STI,"SunTrust Banks, Inc.",61.02,50.44,17.338577515568673,Finance
STL,Sterling Bancorp,19.58,16.51,15.679264555669034,Finance
STM,STMicroelectronics N.V.,16.82,13.88,17.479191438763372,Technology
STN,Stantec Inc,23.05,21.86,5.16268980477224,Consumer Services
STNG,Scorpio Tankers Inc.,23.67,17.6,25.644275454161384,Transportation
STON,StoneMor Partners L.P.,1.69,2.1,-24.26035502958581,Consumer Services
STOR,STORE Capital Corporation,34.62,28.31,18.2264586943963,Consumer Services
STT,State Street Corporation,53.8,63.07,-17.230483271375473,Finance
STWD,"STARWOOD PROPERTY TRUST, INC.",22.75,19.71,13.362637362637358,Consumer Services
STZ,Constellation Brands Inc,186.69,160.82,13.85719642187584,Consumer Non-Durables
SU,Suncor Energy  Inc.,27.64,27.97,-1.1939218523878374,Energy
SUI,"Sun Communities, Inc.",133.1,101.71,23.583771600300526,Consumer Services
SUM,"Summit Materials, Inc.",18.99,12.4,34.70247498683517,Basic Industries
SUN,Sunoco LP,31.64,27.19,14.064475347661187,Energy
SUP,"Superior Industries International, Inc.",2.61,4.81,-84.2911877394636,Capital Goods
SUPV,Grupo Supervielle S.A.,7.34,8.68,-18.256130790190735,Finance
SUZ,Suzano S.A.,15.09,19.8,-31.212723658051694,Basic Industries
SWCH,"Switch, Inc.",13.55,7.0,48.33948339483395,Technology
SWI,SolarWinds Corporation,17.15,13.83,19.35860058309037,Technology
SWJ,"Stanley Black & Decker, Inc.",26.0,23.71,8.807692307692303,Capital Goods
SWK,"Stanley Black & Decker, Inc.",135.82,119.74,11.839198939773228,Capital Goods
SWM,"Schweitzer-Mauduit International, Inc.",32.42,25.05,22.732880937692784,Basic Industries
SWN,Southwestern Energy Company,1.94,3.41,-75.77319587628867,Energy
SWP,"Stanley Black & Decker, Inc.",96.92,90.89,6.221626083367727,Capital Goods
SWX,"Southwest Gas Holdings, Inc.",87.58,76.5,12.651290248915275,Public Utilities
SXC,"SunCoke Energy, Inc.",6.71,8.55,-27.421758569299566,Basic Industries
SXI,Standex International Corporation,63.05,67.18,-6.550356859635226,Technology
SXT,Sensient Technologies Corporation,64.84,55.85,13.864898210980877,Basic Industries
SYF,Synchrony Financial,33.74,23.46,30.46828689982217,Finance
SYK,Stryker Corporation,205.66,156.75,23.78197024214723,Health Care
SYX,Systemax Inc.,20.03,23.89,-19.271093359960055,Capital Goods
SYY,Sysco Corporation,67.14,62.66,6.672624366994347,Consumer Non-Durables
T,AT&T Inc.,33.49,28.54,14.780531501940885,Public Utilities
TAC,TransAlta Corporation,5.94,4.12,30.639730639730644,Public Utilities
TAK,Takeda Pharmaceutical Company Limited,17.37,16.82,3.1663788140472118,Health Care
TAL,TAL Education Group,30.98,26.68,13.879922530664949,Consumer Services
TALO,"Talos Energy, Inc.",19.24,16.32,15.176715176715168,Energy
TAP,Molson Coors Brewing  Company,50.59,56.16,-11.010081043684508,Consumer Non-Durables
TARO,Taro Pharmaceutical Industries Ltd.,79.53,84.64,-6.425248333962026,Health Care
TBB,AT&T Inc.,26.37,22.26,15.585893060295788,Public Utilities
TBC,AT&T Inc.,26.66,23.19,13.015753938484616,Public Utilities
TBI,"TrueBlue, Inc.",19.5,22.25,-14.102564102564102,Technology
TCI,"Transcontinental Realty Investors, Inc.",24.8,28.32,-14.193548387096772,Consumer Services
TCO,"Taubman Centers, Inc.",39.62,45.49,-14.815749621403343,Consumer Services
TCP,"TC PipeLines, LP",38.61,32.12,16.809116809116816,Public Utilities
TCS,Container Store (The),5.17,4.77,7.736943907156681,Consumer Services
TD,Toronto Dominion Bank (The),55.88,49.72,11.023622047244102,Finance
TDA,"Telephone and Data Systems, Inc.",25.47,19.65,22.85041224970554,Public Utilities
TDC,Teradata Corporation,33.1,38.36,-15.891238670694857,Technology
TDE,"Telephone and Data Systems, Inc.",25.37,23.16,8.711076074103275,Public Utilities
TDG,Transdigm Group Incorporated,461.33,340.06,26.287039646240217,Capital Goods
TDI,"Telephone and Data Systems, Inc.",26.05,22.62,13.166986564299425,Public Utilities
TDJ,"Telephone and Data Systems, Inc.",25.41,23.29,8.34317197953562,Public Utilities
TDOC,"Teladoc Health, Inc.",65.6,49.57,24.435975609756092,Health Care
TDS,"Telephone and Data Systems, Inc.",27.15,32.54,-19.85267034990792,Public Utilities
TDW,Tidewater Inc.,19.94,19.13,4.0621865596790485,Consumer Services
TDY,Teledyne Technologies Incorporated,282.07,207.07,26.589144538589714,Capital Goods
TECK,Teck Resources Ltd,17.91,21.54,-20.268006700167497,Basic Industries
TEF,Telefonica SA,7.39,8.46,-14.479025710419503,Public Utilities
TEL,TE Connectivity Ltd.,87.68,75.63,13.74315693430658,Technology
TEN,Tenneco Inc.,7.89,27.39,-247.14828897338404,Capital Goods
TEO,Telecom Argentina Stet - France Telecom S.A.,15.97,15.56,2.5673137132122736,Public Utilities
TEVA,Teva Pharmaceutical Industries Limited,7.83,15.42,-96.93486590038314,Health Care
TEX,Terex Corporation,27.01,27.57,-2.073306182895219,Capital Goods
TFX,Teleflex Incorporated,350.6,258.48,26.2749572162008,Health Care
TG,Tredegar Corporation,15.86,15.86,0.0,Capital Goods
TGE,"Tallgrass Energy, LP",17.75,24.34,-37.12676056338028,Public Utilities
TGH,Textainer Group Holdings Limited,8.83,9.96,-12.797281993204992,Technology
TGI,"Triumph Group, Inc.",23.05,11.5,50.108459869848154,Capital Goods
TGNA,TEGNA Inc.,15.1,10.87,28.01324503311259,Consumer Services
TGP,Teekay LNG Partners L.P.,14.03,11.02,21.454027084818247,Consumer Services
TGS,Transportadora De Gas Sa Ord B,14.71,15.0,-1.9714479945615169,Public Utilities
TGT,Target Corporation,80.79,66.09,18.1953212031192,Consumer Services
THC,Tenet Healthcare Corporation,22.1,17.14,22.44343891402715,Health Care
THG,"The Hanover Insurance Group, Inc.",128.24,116.77,8.944167186525274,Finance
THGA,"The Hanover Insurance Group, Inc.",25.38,24.8,2.28526398739164,Finance
THO,"Thor Industries, Inc.",54.35,52.0,4.323827046918126,Consumer Non-Durables
THR,"Thermon Group Holdings, Inc.",23.81,20.28,14.825703485930273,Energy
THS,"Treehouse Foods, Inc.",53.54,50.71,5.285767650354871,Consumer Non-Durables
TIF,Tiffany & Co.,87.86,80.51,8.365581607102202,Consumer Services
TISI,"Team, Inc.",15.51,14.65,5.544809800128945,Consumer Services
TJX,"TJX Companies, Inc. (The)",50.7,44.74,11.755424063116372,Consumer Services
TK,Teekay Corporation,3.67,3.34,8.99182561307902,Transportation
TKC,Turkcell Iletisim Hizmetleri AS,5.44,5.62,-3.308823529411759,Public Utilities
TKR,Timken Company (The),42.35,37.32,11.877213695395517,Capital Goods
TLK,"PT Telekomunikasi Indonesia, Tbk",28.78,26.21,8.929812369701182,Public Utilities
TLRA,"Telaria, Inc.",8.58,2.73,68.18181818181817,Technology
TLRD,"Tailored Brands, Inc.",4.52,13.64,-201.76991150442484,Consumer Services
TLYS,"Tilly&#39;s, Inc.",7.8,10.86,-39.230769230769226,Consumer Services
TM,Toyota Motor Corp Ltd Ord,128.3,116.08,9.524551831644592,Capital Goods
TME,Tencent Music Entertainment Group,13.77,13.22,3.9941902687000654,Consumer Services
TMHC,Taylor Morrison Home Corporation,22.15,15.9,28.21670428893905,Capital Goods
TMK,Torchmark Corporation,84.71,74.2224,12.380592610081456,Finance
TMO,Thermo Fisher Scientific Inc,268.46,223.79,16.639350368770017,Capital Goods
TMST,TimkenSteel Corporation,6.62,8.74,-32.02416918429003,Basic Industries
TNC,Tennant Company,69.27,52.11,24.77262884365526,Technology
TNET,"TriNet Group, Inc.",68.21,41.95,38.498753848409315,Miscellaneous
TNK,Teekay Tankers Ltd.,1.04,0.93,10.576923076923075,Consumer Services
TNP,Tsakos Energy Navigation Ltd,2.75,2.66,3.2727272727272676,Transportation
TOL,"Toll Brothers, Inc.",35.04,32.93,6.021689497716894,Capital Goods
TOO,Teekay Offshore Partners L.P.,1.125,1.21,-7.555555555555553,Consumer Services
TOT,Total S.A.,49.14,52.18,-6.186406186406185,Energy
TOWR,"Tower International, Inc.",30.91,23.8,23.002264639275314,Capital Goods
TPB,"Turning Point Brands, Inc.",38.3,27.22,28.929503916449086,Consumer Non-Durables
TPC,Tutor Perini Corporation,11.66,15.97,-36.963979416809615,Basic Industries
TPGH,TPG Pace Holdings Corp.,10.28,10.0,2.723735408560305,Finance
TPH,"TRI Pointe Group, Inc.",13.36,10.93,18.188622754491014,Capital Goods
TPL,Texas Pacific Land Trust,695.46,541.63,22.119172921519574,Energy
TPR,"Tapestry, Inc.",27.84,33.75,-21.228448275862068,Consumer Non-Durables
TPRE,Third Point Reinsurance Ltd.,9.31,9.64,-3.5445757250268537,Finance
TPX,"Tempur Sealy International, Inc.",74.28,41.4,44.26494345718901,Consumer Durables
TR,"Tootsie Roll Industries, Inc.",35.24,33.4,5.221339387060168,Consumer Non-Durables
TRC,Tejon Ranch Co,17.18,16.58,3.492433061699659,Finance
TRCO,Tribune Media Company,46.55,45.38,2.5134264232008476,Consumer Services
TREC,Trecora Resources,8.69,7.8,10.241657077100113,Energy
TREX,"Trex Company, Inc.",79.68,59.36,25.502008032128522,Basic Industries
TRGP,"Targa Resources, Inc.",35.51,36.02,-1.4362151506618,Public Utilities
TRI,Thomson Reuters Corp,64.89,48.31,25.55093234704885,Consumer Services
TRK,"Speedway Motorsports, Inc.",19.78,16.27,17.745197168857437,Consumer Services
TRN,"Trinity Industries, Inc.",18.9,20.59,-8.941798941798949,Capital Goods
TRNO,Terreno Realty Corporation,48.05,35.17,26.80541103017689,Finance
TROX,Tronox Holdings plc,9.2,7.78,15.434782608695643,Basic Industries
TRP,TC Energy Corporation,47.83,35.7,25.360652310265515,Public Utilities
TRQ,Turquoise Hill Resources Ltd.,0.5466,1.65,-201.86608122941823,Basic Industries
TRTN,Triton International Limited,30.38,31.07,-2.2712310730743956,Technology
TRTX,"TPG RE Finance Trust, Inc.",19.4,18.28,5.773195876288647,Consumer Services
TRU,TransUnion,79.49,56.8,28.544471002641842,Finance
TRV,"The Travelers Companies, Inc.",143.93,119.75,16.799833252275416,Finance
TS,Tenaris S.A.,23.4,21.32,8.888888888888882,Basic Industries
TSE,Trinseo S.A.,33.52,45.78,-36.57517899761336,Basic Industries
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,39.87,36.91,7.424128417356411,Technology
TSN,"Tyson Foods, Inc.",83.83,53.4,36.29965406179172,Consumer Non-Durables
TSQ,"Townsquare Media, Inc.",5.22,4.08,21.83908045977011,Consumer Services
TSS,"Total System Services, Inc.",124.07,81.29,34.480535181752224,Miscellaneous
TSU,TIM Participacoes S.A.,15.45,15.34,0.7119741100323588,Public Utilities
TTC,Toro Company (The),70.21,55.88,20.410197977496072,Capital Goods
TTI,"Tetra Technologies, Inc.",1.37,1.68,-22.627737226277358,Energy
TTM,Tata Motors Ltd,8.69,12.18,-40.161104718066746,Capital Goods
TU,TELUS Corporation,35.67,33.14,7.092795065881696,Public Utilities
TUP,Tupperware Brands Corporation,15.03,31.57,-110.04657351962742,Consumer Non-Durables
TV,Grupo Televisa S.A.,8.93,12.58,-40.87346024636059,Consumer Services
TVC,Tennessee Valley Authority,25.54,24.73,3.171495693030536,Public Utilities
TVE,Tennessee Valley Authority,25.6,24.17,5.585937499999999,Public Utilities
TWI,"Titan International, Inc.",2.91,4.66,-60.13745704467354,Basic Industries
TWLO,Twilio Inc.,124.52,89.3,28.28461291358818,Technology
TWO,Two Harbors Investments Corp,12.96,12.84,0.9259259259259335,Consumer Services
TWTR,"Twitter, Inc.",40.37,28.74,28.80852117909339,Technology
TX,Ternium S.A.,20.7,27.1,-30.917874396135275,Basic Industries
TXT,Textron Inc.,46.65,45.99,1.4147909967845587,Capital Goods
TYL,"Tyler Technologies, Inc.",241.25,185.82,22.97616580310881,Technology
UA,"Under Armour, Inc.",18.4,16.17,12.119565217391289,Consumer Non-Durables
UAA,"Under Armour, Inc.",20.82,17.67,15.129682997118149,Consumer Non-Durables
UAN,"CVR Partners, LP",3.73,3.4,8.847184986595176,Basic Industries
UBA,Urstadt Biddle Properties Inc.,20.83,19.22,7.729236677868457,Consumer Services
UBP,Urstadt Biddle Properties Inc.,16.28,15.06,7.493857493857497,Consumer Services
UBS,UBS AG,10.89,12.38,-13.682277318640956,Finance
UDR,"UDR, Inc.",44.8,39.62,11.5625,Consumer Services
UE,Urban Edge Properties,16.24,16.62,-2.339901477832528,Finance
UFI,"Unifi, Inc.",18.13,22.84,-25.979040264754556,Consumer Non-Durables
UFS,Domtar Corporation,36.16,35.13,2.848451327433612,Basic Industries
UGI,UGI Corporation,49.42,53.35,-7.9522460542290565,Public Utilities
UGP,Ultrapar Participacoes S.A.,4.81,6.77,-40.74844074844075,Public Utilities
UHS,"Universal Health Services, Inc.",143.34,116.56,18.682851960373938,Health Care
UHT,Universal Health Realty Income Trust,88.97,61.37,31.021692705406316,Consumer Services
UIS,Unisys Corporation,10.82,11.63,-7.486136783733831,Technology
UL,Unilever PLC,58.69,52.25,10.97290850230022,Basic Industries
UMC,United Microelectronics Corporation,2.01,1.79,10.945273631840784,Technology
UMH,"UMH Properties, Inc.",12.68,11.84,6.624605678233437,Consumer Services
UN,Unilever NV,56.53,53.8,4.82929418008138,Basic Industries
UNF,Unifirst Corporation,193.02,143.07,25.878147342244333,Consumer Services
UNFI,"United Natural Foods, Inc.",7.98,10.59,-32.70676691729322,Consumer Non-Durables
UNH,UnitedHealth Group Incorporated,245.06,249.12,-1.6567371256018943,Health Care
UNM,Unum Group,28.69,29.38,-2.405019170442655,Finance
UNMA,Unum Group,26.98,22.67,15.974796145292805,Finance
UNP,Union Pacific Corporation,166.84,138.23,17.148165907456253,Transportation
UNT,Unit Corporation,4.68,14.28,-205.12820512820517,Energy
UNVR,Univar Inc.,20.51,17.74,13.505607020965396,Consumer Durables
UPS,"United Parcel Service, Inc.",114.85,97.53,15.080539834566823,Transportation
URI,"United Rentals, Inc.",113.35,102.53,9.545655050727829,Technology
USAC,"USA Compression Partners, LP",16.36,12.98,20.660146699266498,Public Utilities
USB,U.S. Bancorp,53.05,45.7,13.854853911404325,Finance
USDP,USD Partners LP,10.66,10.45,1.9699812382739292,Transportation
USFD,US Foods Holding Corp.,35.14,31.64,9.9601593625498,Consumer Non-Durables
USM,United States Cellular Corporation,37.88,51.97,-37.196409714889114,Public Utilities
USNA,"USANA Health Sciences, Inc.",65.78,117.73,-78.97537245363333,Consumer Durables
USPH,"U.S. Physical Therapy, Inc.",122.2,102.35,16.243862520458272,Health Care
USX,"U.S. Xpress Enterprises, Inc.",4.44,5.61,-26.351351351351347,Transportation
UTI,Universal Technical Institute Inc,4.12,3.65,11.407766990291266,Consumer Services
UTL,UNITIL Corporation,56.88,50.64,10.9704641350211,Public Utilities
UTX,United Technologies Corporation,125.75,106.48,15.324055666003972,Capital Goods
UVE,UNIVERSAL INSURANCE HOLDINGS INC,26.47,37.92,-43.256516811484715,Finance
UVV,Universal Corporation,57.56,54.15,5.924252953439895,Consumer Services
